N,t1,mu,pfi,auroc
10000,4.0,0.1,0.0,0.46797251429332043
10000,4.0,0.1,0.049999999999999996,0.30870656746704184
10000,4.0,0.1,0.09999999999999999,0.2734674033582586
10000,4.0,0.1,0.15,0.28953274989004174
10000,4.0,0.1,0.19999999999999998,0.37810465751038647
10000,4.0,0.1,0.24999999999999997,0.5232192310355673
10000,4.0,0.1,0.3,0.6164371089746715
10000,4.0,0.1,0.35,0.6898060831260182
10000,4.0,0.1,0.39999999999999997,0.7405500667797218
10000,4.0,0.1,0.44999999999999996,0.7899510868324074
10000,4.0,0.1,0.49999999999999994,0.8385794918959965
10000,4.0,0.1,0.5499999999999999,0.8583310403866492
10000,4.0,0.1,0.6,0.8857629505309337
10000,4.0,0.1,0.6499999999999999,0.8992811781912748
10000,4.0,0.1,0.7,0.9228706331355915
10000,4.0,0.1,0.7499999999999999,0.9290652261026747
10000,4.0,0.1,0.7999999999999999,0.9386049290700412
10000,4.0,0.1,0.85,0.9495672662584327
10000,4.0,0.1,0.8999999999999999,0.9523661920648541
10000,4.0,0.1,0.95,0.9526978673540132
100,2.1,0.1,0.0,0.251073369048976
100,2.1,0.1,0.049999999999999996,0.8334248697366569
100,2.1,0.1,0.09999999999999999,0.7345150647410359
100,2.1,0.1,0.15,0.5445671695402299
100,2.1,0.1,0.19999999999999998,0.8564922289986229
100,2.1,0.1,0.24999999999999997,0.8718910256410257
100,2.1,0.1,0.3,0.8396458567378161
100,2.1,0.1,0.35,0.8881809540782986
100,2.1,0.1,0.39999999999999997,0.8802856147683734
100,2.1,0.1,0.44999999999999996,0.9110360360360361
100,2.1,0.1,0.49999999999999994,0.8936740262962044
100,2.1,0.1,0.5499999999999999,0.9077496505668583
100,2.1,0.1,0.6,0.9361623067776457
100,2.1,0.1,0.6499999999999999,0.9117092020129401
100,2.1,0.1,0.7,0.9441125713527148
100,2.1,0.1,0.7499999999999999,0.95324200913242
100,2.1,0.1,0.7999999999999999,0.9495252373813093
100,2.1,0.1,0.85,0.9324242424242424
100,2.1,0.1,0.8999999999999999,0.9104000000000001
100,2.1,0.1,0.95,0.9696969696969697
10000,2.1,0.5,0.0,0.5111291227219511
10000,2.1,0.5,0.049999999999999996,0.6327986412517005
10000,2.1,0.5,0.09999999999999999,0.6417635638409547
10000,2.1,0.5,0.15,0.644672327159044
10000,2.1,0.5,0.19999999999999998,0.6659683142767774
10000,2.1,0.5,0.24999999999999997,0.6927189097950174
10000,2.1,0.5,0.3,0.7008745269598395
10000,2.1,0.5,0.35,0.7355108972490274
10000,2.1,0.5,0.39999999999999997,0.749031586745017
10000,2.1,0.5,0.44999999999999996,0.7736944088910931
10000,2.1,0.5,0.49999999999999994,0.7811792744039717
10000,2.1,0.5,0.5499999999999999,0.7976108142758211
10000,2.1,0.5,0.6,0.812378686592282
10000,2.1,0.5,0.6499999999999999,0.8191136934307457
10000,2.1,0.5,0.7,0.8395862509564824
10000,2.1,0.5,0.7499999999999999,0.8451273373386055
10000,2.1,0.5,0.7999999999999999,0.8524570023043798
10000,2.1,0.5,0.85,0.8587372988356536
10000,2.1,0.5,0.8999999999999999,0.8687676727317433
10000,2.1,0.5,0.95,0.8761633117748227
10000,2.1,0.1,0.0,0.5029956739946766
10000,2.1,0.1,0.049999999999999996,0.7054581411655257
10000,2.1,0.1,0.09999999999999999,0.7659137777766873
10000,2.1,0.1,0.15,0.8062475047715658
10000,2.1,0.1,0.19999999999999998,0.8391581901084574
10000,2.1,0.1,0.24999999999999997,0.8613094155233851
10000,2.1,0.1,0.3,0.8917303726507102
10000,2.1,0.1,0.35,0.9102931974433562
10000,2.1,0.1,0.39999999999999997,0.9180791341949689
10000,2.1,0.1,0.44999999999999996,0.9294781120634654
10000,2.1,0.1,0.49999999999999994,0.941498561914764
10000,2.1,0.1,0.5499999999999999,0.9528106543211201
10000,2.1,0.1,0.6,0.9608739696432858
10000,2.1,0.1,0.6499999999999999,0.968276308420535
10000,2.1,0.1,0.7,0.974376379838354
10000,2.1,0.1,0.7499999999999999,0.97699257203074
10000,2.1,0.1,0.7999999999999999,0.9797705444655065
10000,2.1,0.1,0.85,0.981156696588175
10000,2.1,0.1,0.8999999999999999,0.9823673282429554
10000,2.1,0.1,0.95,0.9852023348355523
10000,2.7,0.3,0.0,0.47890253996236953
10000,2.7,0.3,0.049999999999999996,0.5068741344352885
10000,2.7,0.3,0.09999999999999999,0.47227798191765735
10000,2.7,0.3,0.15,0.4573767676108086
10000,2.7,0.3,0.19999999999999998,0.4695469586240894
10000,2.7,0.3,0.24999999999999997,0.47144576693067264
10000,2.7,0.3,0.3,0.5000978952722783
10000,2.7,0.3,0.35,0.533987587783579
10000,2.7,0.3,0.39999999999999997,0.5710363034707817
10000,2.7,0.3,0.44999999999999996,0.6125646554334494
10000,2.7,0.3,0.49999999999999994,0.6483682419973339
10000,2.7,0.3,0.5499999999999999,0.6866491895303368
10000,2.7,0.3,0.6,0.7178109115655238
10000,2.7,0.3,0.6499999999999999,0.749743253271755
10000,2.7,0.3,0.7,0.7665085400138165
10000,2.7,0.3,0.7499999999999999,0.7890908695771507
10000,2.7,0.3,0.7999999999999999,0.8145654563482826
10000,2.7,0.3,0.85,0.8306494470675356
10000,2.7,0.3,0.8999999999999999,0.8388033941206774
10000,2.7,0.3,0.95,0.8517299008638116
1000,2.1,0.1,0.0,0.4276186536537139
1000,2.1,0.1,0.049999999999999996,0.7375689658641512
1000,2.1,0.1,0.09999999999999999,0.8202190591657039
1000,2.1,0.1,0.15,0.820325249552186
1000,2.1,0.1,0.19999999999999998,0.8525631742333579
1000,2.1,0.1,0.24999999999999997,0.8895495313381877
1000,2.1,0.1,0.3,0.908246415781414
1000,2.1,0.1,0.35,0.9193877643288364
1000,2.1,0.1,0.39999999999999997,0.9298855122365035
1000,2.1,0.1,0.44999999999999996,0.9302917226639988
1000,2.1,0.1,0.49999999999999994,0.9386016546346303
1000,2.1,0.1,0.5499999999999999,0.9476523914155622
1000,2.1,0.1,0.6,0.9548089667651118
1000,2.1,0.1,0.6499999999999999,0.9554544850986406
1000,2.1,0.1,0.7,0.9664701007614784
1000,2.1,0.1,0.7499999999999999,0.9608578994097883
1000,2.1,0.1,0.7999999999999999,0.961191555443633
1000,2.1,0.1,0.85,0.9706351758554567
1000,2.1,0.1,0.8999999999999999,0.9597723704866562
1000,2.1,0.1,0.95,0.9537730243612597
500,2.1,0.1,0.0,0.4875753060177247
500,2.1,0.1,0.049999999999999996,0.5937986199511023
500,2.1,0.1,0.09999999999999999,0.730709099997086
500,2.1,0.1,0.15,0.777361807699859
500,2.1,0.1,0.19999999999999998,0.8091750841750842
500,2.1,0.1,0.24999999999999997,0.8399998370247235
500,2.1,0.1,0.3,0.8612543984082829
500,2.1,0.1,0.35,0.8996648042267872
500,2.1,0.1,0.39999999999999997,0.902132209773692
500,2.1,0.1,0.44999999999999996,0.9075989628870331
500,2.1,0.1,0.49999999999999994,0.9309589569969114
500,2.1,0.1,0.5499999999999999,0.9158349660697473
500,2.1,0.1,0.6,0.9283319420119053
500,2.1,0.1,0.6499999999999999,0.9444817800161127
500,2.1,0.1,0.7,0.9428267657192076
500,2.1,0.1,0.7499999999999999,0.957776395116823
500,2.1,0.1,0.7999999999999999,0.9474237235367373
500,2.1,0.1,0.85,0.9586735819907306
500,2.1,0.1,0.8999999999999999,0.9631611491628616
500,2.1,0.1,0.95,0.9832535885167464
10000,2.1,0.2,0.0,0.5027606878147222
10000,2.1,0.2,0.049999999999999996,0.7034124997707725
10000,2.1,0.2,0.09999999999999999,0.7461935263418282
10000,2.1,0.2,0.15,0.7725749311699568
10000,2.1,0.2,0.19999999999999998,0.8075277063630012
10000,2.1,0.2,0.24999999999999997,0.8262709363729183
10000,2.1,0.2,0.3,0.840900910413401
10000,2.1,0.2,0.35,0.8620951553124485
10000,2.1,0.2,0.39999999999999997,0.8720432976173708
10000,2.1,0.2,0.44999999999999996,0.884803898940848
10000,2.1,0.2,0.49999999999999994,0.9006208345611175
10000,2.1,0.2,0.5499999999999999,0.9114852069778995
10000,2.1,0.2,0.6,0.9208251056659594
10000,2.1,0.2,0.6499999999999999,0.9303269512399495
10000,2.1,0.2,0.7,0.9379467232393873
10000,2.1,0.2,0.7499999999999999,0.9418251355441976
10000,2.1,0.2,0.7999999999999999,0.9511618708287886
10000,2.1,0.2,0.85,0.9518236376379884
10000,2.1,0.2,0.8999999999999999,0.9522068278427519
10000,2.1,0.2,0.95,0.9624472836172739
10000,2.1,0.4,0.0,0.5021090252579336
10000,2.1,0.4,0.049999999999999996,0.6504072857275564
10000,2.1,0.4,0.09999999999999999,0.6637962664140143
10000,2.1,0.4,0.15,0.678819290285033
10000,2.1,0.4,0.19999999999999998,0.702126153158974
10000,2.1,0.4,0.24999999999999997,0.7147623407804937
10000,2.1,0.4,0.3,0.730770905619375
10000,2.1,0.4,0.35,0.7571841576234601
10000,2.1,0.4,0.39999999999999997,0.7714570962548973
10000,2.1,0.4,0.44999999999999996,0.7871019103549273
10000,2.1,0.4,0.49999999999999994,0.805583933842693
10000,2.1,0.4,0.5499999999999999,0.8167403414186503
10000,2.1,0.4,0.6,0.8310894726133825
10000,2.1,0.4,0.6499999999999999,0.8486929378886721
10000,2.1,0.4,0.7,0.8586870674538686
10000,2.1,0.4,0.7499999999999999,0.8727872975549622
10000,2.1,0.4,0.7999999999999999,0.8797654273174573
10000,2.1,0.4,0.85,0.8809578214947495
10000,2.1,0.4,0.8999999999999999,0.890567200557103
10000,2.1,0.4,0.95,0.8965606725340096
10000,2.1,0.3,0.0,0.4940545454774143
10000,2.1,0.3,0.049999999999999996,0.6603099429793619
10000,2.1,0.3,0.09999999999999999,0.6987987491801084
10000,2.1,0.3,0.15,0.7229093939241615
10000,2.1,0.3,0.19999999999999998,0.7442364073394958
10000,2.1,0.3,0.24999999999999997,0.76122854045621
10000,2.1,0.3,0.3,0.779197858905947
10000,2.1,0.3,0.35,0.8036688050025944
10000,2.1,0.3,0.39999999999999997,0.8162454196318857
10000,2.1,0.3,0.44999999999999996,0.8327696543588999
10000,2.1,0.3,0.49999999999999994,0.843148195054452
10000,2.1,0.3,0.5499999999999999,0.858731319562462
10000,2.1,0.3,0.6,0.8697031392910127
10000,2.1,0.3,0.6499999999999999,0.8821973557238691
10000,2.1,0.3,0.7,0.8931979105679158
10000,2.1,0.3,0.7499999999999999,0.9061466823054364
10000,2.1,0.3,0.7999999999999999,0.9099463958600517
10000,2.1,0.3,0.85,0.9149022805983952
10000,2.1,0.3,0.8999999999999999,0.9254015906645153
10000,2.1,0.3,0.95,0.9394612459575677
5000,2.1,0.1,0.0,0.4901503896271676
5000,2.1,0.1,0.049999999999999996,0.6883660943994806
5000,2.1,0.1,0.09999999999999999,0.7422326126857767
5000,2.1,0.1,0.15,0.7980595435764445
5000,2.1,0.1,0.19999999999999998,0.828626290247322
5000,2.1,0.1,0.24999999999999997,0.8499062428160025
5000,2.1,0.1,0.3,0.871298550606583
5000,2.1,0.1,0.35,0.8896038926274924
5000,2.1,0.1,0.39999999999999997,0.9092605336108253
5000,2.1,0.1,0.44999999999999996,0.9233670316869578
5000,2.1,0.1,0.49999999999999994,0.9365472865484468
5000,2.1,0.1,0.5499999999999999,0.9463920105524952
5000,2.1,0.1,0.6,0.9522087242051491
5000,2.1,0.1,0.6499999999999999,0.9610476768418784
5000,2.1,0.1,0.7,0.9655826340353941
5000,2.1,0.1,0.7499999999999999,0.9712010791987302
5000,2.1,0.1,0.7999999999999999,0.9725413518865285
5000,2.1,0.1,0.85,0.9751957313360272
5000,2.1,0.1,0.8999999999999999,0.9774581989069107
5000,2.1,0.1,0.95,0.9710145885234598
10000,4.0,0.1,0.0,0.5278595317130875
10000,4.0,0.1,0.049999999999999996,0.33052178544202504
10000,4.0,0.1,0.09999999999999999,0.2585278732430994
10000,4.0,0.1,0.15,0.293085902087047
10000,4.0,0.1,0.19999999999999998,0.38952192708046074
10000,4.0,0.1,0.24999999999999997,0.5072819389355814
10000,4.0,0.1,0.3,0.6213401585998221
10000,4.0,0.1,0.35,0.6940227400972825
10000,4.0,0.1,0.39999999999999997,0.7486584579072637
10000,4.0,0.1,0.44999999999999996,0.7967319523413099
10000,4.0,0.1,0.49999999999999994,0.8373887489280355
10000,4.0,0.1,0.5499999999999999,0.8684648275775225
10000,4.0,0.1,0.6,0.8832287298868545
10000,4.0,0.1,0.6499999999999999,0.9005558047589739
10000,4.0,0.1,0.7,0.9153986391515065
10000,4.0,0.1,0.7499999999999999,0.9296927259777936
10000,4.0,0.1,0.7999999999999999,0.9332981371879485
10000,4.0,0.1,0.85,0.9468845696541857
10000,4.0,0.1,0.8999999999999999,0.9512994326944262
10000,4.0,0.1,0.95,0.9549639801261953
10000,4.0,0.1,0.0,0.5498583412846488
10000,4.0,0.1,0.049999999999999996,0.31720116054668185
10000,4.0,0.1,0.09999999999999999,0.25958525168974134
10000,4.0,0.1,0.15,0.2913706202279538
10000,4.0,0.1,0.19999999999999998,0.37599025280706877
10000,4.0,0.1,0.24999999999999997,0.5132595488157007
10000,4.0,0.1,0.3,0.629509897217326
10000,4.0,0.1,0.35,0.696950552984174
10000,4.0,0.1,0.39999999999999997,0.7432526717766865
10000,4.0,0.1,0.44999999999999996,0.7946173048285905
10000,4.0,0.1,0.49999999999999994,0.832605994144104
10000,4.0,0.1,0.5499999999999999,0.8690258478962958
10000,4.0,0.1,0.6,0.8773533745559957
10000,4.0,0.1,0.6499999999999999,0.9109041332027316
10000,4.0,0.1,0.7,0.9150603229682244
10000,4.0,0.1,0.7499999999999999,0.9319391666798794
10000,4.0,0.1,0.7999999999999999,0.9366916416763489
10000,4.0,0.1,0.85,0.942195339994082
10000,4.0,0.1,0.8999999999999999,0.9557357506648061
10000,4.0,0.1,0.95,0.9579521251906372
10000,4.0,0.1,0.0,0.5042802777612204
10000,4.0,0.1,0.049999999999999996,0.35108021024183883
10000,4.0,0.1,0.09999999999999999,0.2571502568052325
10000,4.0,0.1,0.15,0.2803361389340131
10000,4.0,0.1,0.19999999999999998,0.37754791568699814
10000,4.0,0.1,0.24999999999999997,0.5014286336005235
10000,4.0,0.1,0.3,0.6203269819986312
10000,4.0,0.1,0.35,0.6841288530598959
10000,4.0,0.1,0.39999999999999997,0.7522543927234424
10000,4.0,0.1,0.44999999999999996,0.7894204291012733
10000,4.0,0.1,0.49999999999999994,0.8257293504589929
10000,4.0,0.1,0.5499999999999999,0.8563262266108507
10000,4.0,0.1,0.6,0.8920690085762968
10000,4.0,0.1,0.6499999999999999,0.9017571245532893
10000,4.0,0.1,0.7,0.9191072279572513
10000,4.0,0.1,0.7499999999999999,0.9334262461976254
10000,4.0,0.1,0.7999999999999999,0.938412363942238
10000,4.0,0.1,0.85,0.9438307619073927
10000,4.0,0.1,0.8999999999999999,0.9530791942345631
10000,4.0,0.1,0.95,0.9571740539862247
10000,4.0,0.1,0.0,0.5056858174788811
10000,4.0,0.1,0.049999999999999996,0.34913161052516756
10000,4.0,0.1,0.09999999999999999,0.25954802253555365
10000,4.0,0.1,0.15,0.28524340548610916
10000,4.0,0.1,0.19999999999999998,0.39030640048876475
10000,4.0,0.1,0.24999999999999997,0.501611025180911
10000,4.0,0.1,0.3,0.6028719686707601
10000,4.0,0.1,0.35,0.6742013331762878
10000,4.0,0.1,0.39999999999999997,0.7694518611302101
10000,4.0,0.1,0.44999999999999996,0.8016154661804432
10000,4.0,0.1,0.49999999999999994,0.8282688306007053
10000,4.0,0.1,0.5499999999999999,0.8612957858754073
10000,4.0,0.1,0.6,0.8869796210816334
10000,4.0,0.1,0.6499999999999999,0.900155417740893
10000,4.0,0.1,0.7,0.914418730769048
10000,4.0,0.1,0.7499999999999999,0.9310279384379999
10000,4.0,0.1,0.7999999999999999,0.9379162919747506
10000,4.0,0.1,0.85,0.9453988082817464
10000,4.0,0.1,0.8999999999999999,0.9587162771091343
10000,4.0,0.1,0.95,0.9556022783961039
100,2.1,0.1,0.0,0.6484225591144547
100,2.1,0.1,0.049999999999999996,0.8081594873620506
100,2.1,0.1,0.09999999999999999,0.8689673639112903
100,2.1,0.1,0.15,0.8419965277777778
100,2.1,0.1,0.19999999999999998,0.8111060582094274
100,2.1,0.1,0.24999999999999997,0.8301082725605119
100,2.1,0.1,0.3,0.8539132806108537
100,2.1,0.1,0.35,0.853846620004242
100,2.1,0.1,0.39999999999999997,0.8930395913154534
100,2.1,0.1,0.44999999999999996,0.8883893260064111
100,2.1,0.1,0.49999999999999994,0.9073009485484335
100,2.1,0.1,0.5499999999999999,0.903775659824047
100,2.1,0.1,0.6,0.9291348709594445
100,2.1,0.1,0.6499999999999999,0.9107033639143731
100,2.1,0.1,0.7,0.9492181069958847
100,2.1,0.1,0.7499999999999999,0.9340639269406392
100,2.1,0.1,0.7999999999999999,0.9563193698532045
100,2.1,0.1,0.85,0.9318181818181818
100,2.1,0.1,0.8999999999999999,0.9343715239154616
100,2.1,0.1,0.95,0.9230769230769231
100,2.1,0.1,0.0,0.6138657750421115
100,2.1,0.1,0.049999999999999996,0.7265201768933113
100,2.1,0.1,0.09999999999999999,0.5958559584057592
100,2.1,0.1,0.15,0.882321397682062
100,2.1,0.1,0.19999999999999998,0.8475719932241672
100,2.1,0.1,0.24999999999999997,0.8400071585163975
100,2.1,0.1,0.3,0.8926316382906754
100,2.1,0.1,0.35,0.897215716887848
100,2.1,0.1,0.39999999999999997,0.8546007527893533
100,2.1,0.1,0.44999999999999996,0.8788982259570496
100,2.1,0.1,0.49999999999999994,0.8824586977648201
100,2.1,0.1,0.5499999999999999,0.917213277678394
100,2.1,0.1,0.6,0.8880635245901639
100,2.1,0.1,0.6499999999999999,0.954616230078769
100,2.1,0.1,0.7,0.9418449197860963
100,2.1,0.1,0.7499999999999999,0.9371890547263683
100,2.1,0.1,0.7999999999999999,0.9544606196341918
100,2.1,0.1,0.85,0.9641612742658038
100,2.1,0.1,0.8999999999999999,0.9791666666666667
100,2.1,0.1,0.95,0.9666666666666667
100,2.1,0.1,0.0,0.7975416999126106
100,2.1,0.1,0.049999999999999996,0.31846824680827795
100,2.1,0.1,0.09999999999999999,0.767797816801139
100,2.1,0.1,0.15,0.8068656489709121
100,2.1,0.1,0.19999999999999998,0.8299262465929131
100,2.1,0.1,0.24999999999999997,0.8364291958041958
100,2.1,0.1,0.3,0.8472266581496859
100,2.1,0.1,0.35,0.8374246721020915
100,2.1,0.1,0.39999999999999997,0.8687628161312372
100,2.1,0.1,0.44999999999999996,0.9077699106853625
100,2.1,0.1,0.49999999999999994,0.9065952622183625
100,2.1,0.1,0.5499999999999999,0.9259123820668471
100,2.1,0.1,0.6,0.9159159159159158
100,2.1,0.1,0.6499999999999999,0.9574540043290043
100,2.1,0.1,0.7,0.944027517198249
100,2.1,0.1,0.7499999999999999,0.9420289855072463
100,2.1,0.1,0.7999999999999999,0.9671955403087479
100,2.1,0.1,0.85,0.9490384615384615
100,2.1,0.1,0.8999999999999999,0.9616161616161616
100,2.1,0.1,0.95,0.9972222222222222
100,2.1,0.1,0.0,0.4277201514748534
100,2.1,0.1,0.049999999999999996,0.6752735978112177
100,2.1,0.1,0.09999999999999999,0.671261314893682
100,2.1,0.1,0.15,0.6318983598665887
100,2.1,0.1,0.19999999999999998,0.803016534639774
100,2.1,0.1,0.24999999999999997,0.8282694198623403
100,2.1,0.1,0.3,0.8984255384301316
